Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
644474bcd1708d07a19872b1,5ea47210b166de41ed7b1d92,APPROVED,2023-04-22T23:58:56.248000Z,2023-04-23T00:12:44.830000Z,2023-04-23T00:12:45.228000,2023-04-23T00:12:45.148107Z,829,CTR530VA,1114,English,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447509de85f6e26c368a4f,6150b0f1ea43af10285ea4b9,APPROVED,2023-04-23T00:00:13.027000Z,2023-04-23T00:09:28.362000Z,2023-04-23T00:09:28.766000,2023-04-23T00:09:28.707110Z,556,CTR530VA,1873,English,35,Male,White,Russian Federation,United States,United States,Russian,No,DATA_EXPIRED
64447543686a1c3c267dcba8,60fcccf19409519d6d7722f3,APPROVED,2023-04-23T00:01:10.960000Z,2023-04-23T00:14:07.809000Z,2023-04-23T00:14:08.425000,2023-04-23T00:14:08.350480Z,777,CTR530VA,1146,English,57,Female,White,United States,United States,United States,English,Yes,Part-Time
64447587d1708d07a19872d7,60fffa85baa8a39181c91bba,APPROVED,2023-04-23T00:02:23.208000Z,2023-04-23T00:08:38.001000Z,2023-04-23T00:08:38.495000,2023-04-23T00:08:38.420253Z,375,CTR530VA,193,English,24,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644475b63f274cf7e4813523,613929236e3092c6bad219ab,APPROVED,2023-04-23T00:03:10.229000Z,2023-04-23T00:13:41.217000Z,2023-04-23T00:13:41.760000,2023-04-23T00:13:41.695657Z,631,CTR530VA,389,"English, French, Italian, Spanish",34,Male,White,United States,United States,United States,English,No,Full-Time
644475dd8e635fa3938184b2,610f516a9175e24875033edc,APPROVED,2023-04-23T00:03:47.138000Z,2023-04-23T00:08:58.513000Z,2023-04-23T00:08:59.004000,2023-04-23T00:08:58.933177Z,312,CTR530VA,35,English,22,Female,White,United States,United States,United States,English,Yes,Part-Time
644475e4f67922e65dfec91e,5e464df53f7dd9117a4446a8,APPROVED,2023-04-23T00:04:04.368000Z,2023-04-23T00:11:37.413000Z,2023-04-23T00:11:38.280000,2023-04-23T00:11:38.218846Z,454,CTR530VA,365,English,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6444763973ec0e62ef1782c8,6150842d1d21ce2cf9f024e5,APPROVED,2023-04-23T00:05:19.089000Z,2023-04-23T00:11:41.804000Z,2023-04-23T00:11:43.460000,2023-04-23T00:11:43.410753Z,383,CTR530VA,415,English,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64447643e70958162213be86,636e7db188a61f7669dd6120,APPROVED,2023-04-23T00:05:27.485000Z,2023-04-23T00:17:36.617000Z,2023-04-23T00:17:37.088000,2023-04-23T00:17:37.023998Z,730,CTR530VA,830,English,50,Female,White,United States,United States,United States,English,No,Other
6444766aa78e105baf0287c9,627e6e9ed608b5269d068e69,APPROVED,2023-04-23T00:06:06.472000Z,2023-04-23T00:11:25.245000Z,2023-04-23T00:11:25.616000,2023-04-23T00:11:25.555822Z,319,CTR530VA,373,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644476c6b035d36a5ead81a9,6286e56db20530b65816d1d7,APPROVED,2023-04-23T00:07:52.771000Z,2023-04-23T00:14:56.687000Z,2023-04-23T00:14:57.211000,2023-04-23T00:14:57.146093Z,424,CTR530VA,765,English,65,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644476fe3d1d9d130fe593ba,588179398927560001475b3c,APPROVED,2023-04-23T00:08:32.657000Z,2023-04-23T00:14:58.138000Z,2023-04-23T00:14:58.632000,2023-04-23T00:14:58.573985Z,386,CTR530VA,367,"English, Vietnamese",26,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6444772c4104bb855e13be72,6103d82ef69d9151fdd6c2cb,APPROVED,2023-04-23T00:09:38.104000Z,2023-04-23T00:18:44.257000Z,2023-04-23T00:18:44.737000,2023-04-23T00:18:44.650832Z,547,CTR530VA,364,English,48,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447788bb37c0c471840b7d,62bb090302d4f0b567668d06,APPROVED,2023-04-23T00:10:52.946000Z,2023-04-23T00:21:20.291000Z,2023-04-23T00:21:20.760000,2023-04-23T00:21:20.700602Z,628,CTR530VA,1057,English,44,Male,White,United States,United States,United States,English,No,Full-Time
644477b243268c495ead2361,60ffb88d42082e5010091dc0,APPROVED,2023-04-23T00:11:33.506000Z,2023-04-23T00:15:52.715000Z,2023-04-23T00:15:53.212000,2023-04-23T00:15:53.117277Z,260,CTR530VA,1132,English,28,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644477e4513dece6290ca41f,642b478d64591e56f343bbae,APPROVED,2023-04-23T00:12:27.340000Z,2023-04-23T00:18:17.372000Z,2023-04-23T00:18:17.905000,2023-04-23T00:18:17.845588Z,351,CTR530VA,11,English,57,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644477e904be7903efb7186a,5ee7ef91dfec0f0e13b35bd7,APPROVED,2023-04-23T00:12:30.002000Z,2023-04-23T00:18:53.014000Z,2023-04-23T00:18:53.443000,2023-04-23T00:18:53.381857Z,384,CTR530VA,1290,English,33,Female,White,United States,United States,United States,English,No,Part-Time
6444782ee5e79116d6b34c16,5dcfcf3b070fdc0d5fd1952c,APPROVED,2023-04-23T00:13:42.987000Z,2023-04-23T00:20:00.957000Z,2023-04-23T00:20:01.455000,2023-04-23T00:20:01.398719Z,378,CTR530VA,420,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64447836b1669baa9e178314,60cf7074e1ea52a0f3450346,APPROVED,2023-04-23T00:13:46.044000Z,2023-04-23T00:17:52.063000Z,2023-04-23T00:17:52.508000,2023-04-23T00:17:52.439664Z,247,CTR530VA,724,English,30,Male,Asian,United States,United States,United States,English,Yes,Part-Time
64447849ccb2f656c4fec933,5c79608452e62f00169b1fe6,APPROVED,2023-04-23T00:14:26.875000Z,2023-04-23T00:20:30.348000Z,2023-04-23T00:20:30.815000,2023-04-23T00:20:30.740918Z,364,CTR530VA,2705,English,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6444785b23cf11e5ea59f098,6158bd2745993bf25a54a521,APPROVED,2023-04-23T00:14:22.633000Z,2023-04-23T00:20:32.515000Z,2023-04-23T00:20:33.163000,2023-04-23T00:20:33.103368Z,370,CTR530VA,1423,English,68,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6444786127897ad60d9872cf,5d89a31c43734d0001b6a706,APPROVED,2023-04-23T00:14:30.477000Z,2023-04-23T00:31:34.515000Z,2023-04-23T00:31:44.326000Z,2023-04-23T00:31:44.438477Z,1025,CTR530VA,3210,English,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644478870039a7988aba262e,63eeaf9f8433c653dedbd574,APPROVED,2023-04-23T00:15:07.271000Z,2023-04-23T00:20:06.584000Z,2023-04-23T00:20:07.047000,2023-04-23T00:20:06.988991Z,300,CTR530VA,241,English,19,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644478aaeeca5d749b0e4652,5f5a0f0a612008057e58d281,APPROVED,2023-04-23T00:15:44.700000Z,2023-04-23T00:24:53.867000Z,2023-04-23T00:24:54.321000,2023-04-23T00:24:54.283544Z,550,CTR530VA,1578,English,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644478ae4163e87801368a77,632a5161af0675032fa5e7a6,APPROVED,2023-04-23T00:15:45.670000Z,2023-04-23T00:17:17.819000Z,2023-04-23T00:17:18.225000,2023-04-23T00:17:18.169012Z,93,CTR530VA,125,"English, Vietnamese",25,Male,Asian,United States,United States,United States,Vietnamese,Yes,Other
644478bba9d9e0b912d9528b,5f920aa80a785011ef6906e3,APPROVED,2023-04-23T00:15:59.473000Z,2023-04-23T00:22:14.700000Z,2023-04-23T00:22:15.174000Z,2023-04-23T00:22:15.576599Z,376,CTR530VA,684,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644478be4e74610cb7ad81c7,5cad4750f4115800176d506e,APPROVED,2023-04-23T00:16:02.834000Z,2023-04-23T00:23:39.364000Z,2023-04-23T00:23:39.818000,2023-04-23T00:23:39.755277Z,457,CTR530VA,818,English,43,Female,White,United States,United States,United States,English,No,Full-Time
644478c14150b9c99b681058,63b4a733232fda6d87ba6a02,APPROVED,2023-04-23T00:16:04.720000Z,2023-04-23T00:22:51.784000Z,2023-04-23T00:22:52.979000,2023-04-23T00:22:52.905543Z,408,CTR530VA,470,English,56,Female,Black,United States,United States,United States,English,No,Full-Time
644478d85829e979be546498,62a7c9c833260972a914d299,APPROVED,2023-04-23T00:16:37.711000Z,2023-04-23T00:29:43.393000Z,2023-04-23T00:29:43.926000,2023-04-23T00:29:43.841950Z,786,CTR530VA,505,English,25,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644478e8badf81bf945464f6,59a619a8dc50b30001f3063d,APPROVED,2023-04-23T00:16:45.048000Z,2023-04-23T00:21:56.457000Z,2023-04-23T00:21:57.009000,2023-04-23T00:21:56.949431Z,312,CTR530VA,1481,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644479077c3acfd02317830a,6300ef41f4a85c5538383411,APPROVED,2023-04-23T00:17:15.438000Z,2023-04-23T00:22:52.926000Z,2023-04-23T00:22:53.439000,2023-04-23T00:22:53.370455Z,338,CTR530VA,652,English,45,Male,White,United States,United States,United States,English,No,Full-Time
64447933d4c32eb493771059,64345bf16b9a2e046128887f,APPROVED,2023-04-23T00:18:00.820000Z,2023-04-23T00:34:49.230000Z,2023-04-23T00:34:50.302000,2023-04-23T00:34:50.233544Z,1009,CTR530VA,24,"English, Spanish",70,Male,White,United States,United States,United States,English,No,Full-Time
6444794362f1e6fbdb125863,5fe0005cb0feb88dd338395b,APPROVED,2023-04-23T00:18:16.806000Z,2023-04-23T00:23:00.282000Z,2023-04-23T00:23:00.938000,2023-04-23T00:23:00.877212Z,284,CTR530VA,129,English,28,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
64447954a0f5a1b771faf379,5e48cc0fe4317f3670ce90dd,APPROVED,2023-04-23T00:18:32.443000Z,2023-04-23T00:30:51.726000Z,2023-04-23T00:30:52.184000,2023-04-23T00:30:52.099840Z,740,CTR530VA,1932,English,75,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644479879a080954d20aa2eb,5fa0adf677c87511c18c2475,APPROVED,2023-04-23T00:21:08.746000Z,2023-04-23T00:27:33.302000Z,2023-04-23T00:27:33.878000,2023-04-23T00:27:33.821163Z,385,CTR530VA,2301,English,38,Female,White,United States,United States,United States,English,No,Part-Time
644479952458798fb78184c5,5e2d295390840b3279624b90,APPROVED,2023-04-23T00:19:38.042000Z,2023-04-23T00:26:39.004000Z,2023-04-23T00:26:39.999000,2023-04-23T00:26:40.052440Z,421,CTR530VA,1143,English,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64447998922422582bb34c1d,5d3129fc1802ea00160c0e43,APPROVED,2023-04-23T00:19:40.438000Z,2023-04-23T00:48:29.445000Z,2023-04-23T00:48:29.834000,2023-04-23T00:48:29.773077Z,1730,CTR530VA,304,"Spanish, English",27,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
644479cdaa06880114840b9a,5e3dde6752592c000c7fd10b,APPROVED,2023-04-23T00:20:37.987000Z,2023-04-23T00:25:37.083000Z,2023-04-23T00:25:37.575000,2023-04-23T00:25:37.514418Z,300,CTR530VA,1808,English,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644479e32cf8d3cc5b771008,5e246a245e04db6e93e22666,APPROVED,2023-04-23T00:21:03.534000Z,2023-04-23T00:28:12.769000Z,2023-04-23T00:28:13.207000,2023-04-23T00:28:13.154870Z,430,CTR530VA,2532,English,72,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644479eac54ac25a1e4873c6,56d62dc6ebdf10000667411e,APPROVED,2023-04-23T00:21:04.953000Z,2023-04-23T00:28:17.693000Z,2023-04-23T00:28:18.104000,2023-04-23T00:28:18.047726Z,433,CTR530VA,3903,English,35,Male,White,United States,United States,United States,English,No,Full-Time
64447a06f487c369307e49d8,58ef6ad040baf30001228d2c,APPROVED,2023-04-23T00:21:30.248000Z,2023-04-23T00:28:00.226000Z,2023-04-23T00:28:00.645000,2023-04-23T00:28:00.575434Z,390,CTR530VA,4187,English,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447a0cd132ed448db0b917,5e9f766e2535380e106a8c6b,APPROVED,2023-04-23T00:21:35.026000Z,2023-04-23T00:26:09.412000Z,2023-04-23T00:26:09.845000,2023-04-23T00:26:09.789474Z,275,CTR530VA,412,"English, Spanish, German",22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447a22ef92b2e43913bed0,5e9f49a3db51940d0c1ee2db,APPROVED,2023-04-23T00:21:57.173000Z,2023-04-23T00:27:08.288000Z,2023-04-23T00:27:09.696000,2023-04-23T00:27:09.631463Z,312,CTR530VA,316,English,38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447a49943bc355231943d8,6073ad2cd288215f64f51efa,APPROVED,2023-04-23T00:22:33.233000Z,2023-04-23T00:35:45.056000Z,2023-04-23T00:35:45.631000,2023-04-23T00:35:45.517276Z,792,CTR530VA,2402,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447a55fb65948760e593a3,5bc4ff222c08740001316ed2,APPROVED,2023-04-23T00:22:48.653000Z,2023-04-23T00:28:46.155000Z,2023-04-23T00:28:46.597000,2023-04-23T00:28:46.522617Z,358,CTR530VA,823,English,44,Female,White,United States,United States,United States,English,No,Full-Time
64447ac72cf8d3cc5b77102f,5fc6f4cff3df11159190cbef,APPROVED,2023-04-23T00:24:43.209000Z,2023-04-23T00:29:18.835000Z,2023-04-23T00:29:19.272000,2023-04-23T00:29:19.215948Z,276,CTR530VA,575,English,24,Prefer not to say,White,United States,United States,United States,English,No,Part-Time
64447af136202ba631dd6edc,6404f71718e29e74ff232330,APPROVED,2023-04-23T00:25:24.765000Z,2023-04-23T00:32:56.836000Z,2023-04-23T00:32:57.361000,2023-04-23T00:32:57.304891Z,453,CTR530VA,237,English,52,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64447af21d84fd60af5464a8,5c928a3abf2af20001363f48,APPROVED,2023-04-23T00:25:30.250000Z,2023-04-23T00:37:03.297000Z,2023-04-23T00:37:03.912000,2023-04-23T00:37:03.841796Z,694,CTR530VA,833,English,51,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447af6c2bc63ff1159f080,5dd0d2f02b033b190687eaee,APPROVED,2023-04-23T00:25:30.440000Z,2023-04-23T00:31:35.825000Z,2023-04-23T00:31:36.336000,2023-04-23T00:31:36.264713Z,366,CTR530VA,847,English,69,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447b23154aadbeb50aa2db,5dcef42a0f8d5104e531606e,APPROVED,2023-04-23T00:26:18.425000Z,2023-04-23T00:33:23.483000Z,2023-04-23T00:33:23.914000,2023-04-23T00:33:23.841856Z,426,CTR530VA,607,"French, English",54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447b4490aef4e161341a2a,633c2576bb250e8f0da2be0a,APPROVED,2023-04-23T00:26:48.191000Z,2023-04-23T00:29:55.682000Z,2023-04-23T00:29:56.170000,2023-04-23T00:29:56.087060Z,188,CTR530VA,491,English,38,Male,White,United States,United States,United States,English,No,Full-Time
64447b52816e9e3a2717daaf,6015cc8c9807116ee723287d,APPROVED,2023-04-23T00:27:02.914000Z,2023-04-23T00:37:36.041000Z,2023-04-23T00:37:36.566000,2023-04-23T00:37:36.505203Z,634,CTR530VA,635,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447bb7154aadbeb50aa2f1,5dd9e1e0a4aa2696d9a15c0d,APPROVED,2023-04-23T00:30:28.187000Z,2023-04-23T00:38:00.890000Z,2023-04-23T00:38:01.305000,2023-04-23T00:38:01.244817Z,453,CTR530VA,3133,English,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447bc05929e0e3dac23ad6,5f47e6376aa63923f3804e3b,APPROVED,2023-04-23T00:28:52.408000Z,2023-04-23T00:34:24.107000Z,2023-04-23T00:34:25.020000,2023-04-23T00:34:24.957912Z,332,CTR530VA,2537,English,44,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64447bda47b5616d6bd504e3,6109e6596c52fa1f853b16c2,APPROVED,2023-04-23T00:29:17.417000Z,2023-04-23T00:34:35.384000Z,2023-04-23T00:34:35.941000Z,2023-04-23T00:34:37.014424Z,318,CTR530VA,3090,English,33,Female,White,United States,United States,United States,English,No,Full-Time
64447be480646a342b487399,610036375afd3ab1afe073e7,APPROVED,2023-04-23T00:29:28.204000Z,2023-04-23T00:49:49.505000Z,2023-04-23T00:49:49.925000,2023-04-23T00:49:49.845916Z,1222,CTR530VA,1713,"Chinese, English",60,Female,White,United States,United States,United States,English,No,Full-Time
64447be97614833d4ad504ec,5c9914f616743e0016280d64,APPROVED,2023-04-23T00:29:37.618000Z,2023-04-23T00:45:59.713000Z,2023-04-23T00:46:00.188000,2023-04-23T00:46:00.124222Z,983,CTR530VA,857,English,DATA_EXPIRED,Female,White,United States,United States,United States,English,No,Part-Time
64447bf4c34e55bf54b0b906,60f66877a0a732b6dbe3485d,APPROVED,2023-04-23T00:29:43.864000Z,2023-04-23T00:36:52.796000Z,2023-04-23T00:36:53.254000,2023-04-23T00:36:53.194540Z,429,CTR530VA,977,English,37,Male,White,United States,United States,United States,English,No,Full-Time
64447c17816e9e3a2717dadb,5687bbe7369319000c269af0,APPROVED,2023-04-23T00:30:20.006000Z,2023-04-23T00:38:01.442000Z,2023-04-23T00:38:02,2023-04-23T00:38:01.947360Z,462,CTR530VA,990,"English, German",72,Female,White,United States,United States,United States,English,No,Full-Time
64447c21592eab78a6840b69,63d98b8a0893311682d7a388,APPROVED,2023-04-23T00:30:43.778000Z,2023-04-23T00:35:50.148000Z,2023-04-23T00:35:50.662000,2023-04-23T00:35:50.590072Z,307,CTR530VA,169,English,30,Male,White,United States,United States,United States,English,No,Full-Time
64447c2ed1c0e366f24bf68d,5e772247e977a228b7f62f86,APPROVED,2023-04-23T00:30:43.048000Z,2023-04-23T00:41:07.532000Z,2023-04-23T00:41:07.983000,2023-04-23T00:41:07.914971Z,625,CTR530VA,750,English,31,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
64447c37592eab78a6840b70,5c3848fc19ceb400010c24a0,APPROVED,2023-04-23T00:30:50.789000Z,2023-04-23T00:35:20.574000Z,2023-04-23T00:35:24.385000Z,2023-04-23T00:35:31.024641Z,270,CTR530VA,2802,English,26,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
64447c3b8c4e1bad25e593dd,63e916cb18140b350e3af7c7,APPROVED,2023-04-23T00:30:54.500000Z,2023-04-23T00:37:45.229000Z,2023-04-23T00:37:45.674000,2023-04-23T00:37:45.610765Z,411,CTR530VA,132,"English, Scots",57,Male,White,United States,United States,United States,English,No,Part-Time
64447c46c9d019431c681041,572b6ced3ab9df0008b9ad52,APPROVED,2023-04-23T00:31:06.517000Z,2023-04-23T00:34:59.913000Z,2023-04-23T00:35:04.597000,2023-04-23T00:35:04.617765Z,234,CTR530VA,1453,English,31,Female,White,United States,United States,United States,English,Yes,Full-Time
64447c52ba55ed301196e2d9,5e8519a0da382910980598ad,APPROVED,2023-04-23T00:31:18.306000Z,2023-04-23T00:35:07.676000Z,2023-04-23T00:35:12.242000,2023-04-23T00:35:10.025890Z,230,CTR530VA,1844,English,46,Male,White,United States,United States,United States,English,No,Full-Time
64447c796ac6d858d9771054,5eacb97b5eaaf53389bfb8a2,APPROVED,2023-04-23T00:31:58.487000Z,2023-04-23T00:38:46.748000Z,2023-04-23T00:38:47.199000,2023-04-23T00:38:47.138855Z,409,CTR530VA,17,English,40,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64447c7f72b3b749cbad81c7,5d1bf643f18c6c00187def44,APPROVED,2023-04-23T00:32:01.933000Z,2023-04-23T00:39:29.905000Z,2023-04-23T00:39:30.352000,2023-04-23T00:39:30.296427Z,448,CTR530VA,1477,English,37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64447c9ee0219a6cb4770fee,5f303f0418d834478a4b3554,APPROVED,2023-04-23T00:32:41.885000Z,2023-04-23T00:39:13.216000Z,2023-04-23T00:39:13.659000,2023-04-23T00:39:13.591633Z,392,CTR530VA,498,English,22,Male,Asian,United States,United States,United States,English,Yes,Part-Time
64447c9ef0daa83fcfd952ca,63ee593570662c0c69b2f438,APPROVED,2023-04-23T00:32:33.447000Z,2023-04-23T00:42:25.268000Z,2023-04-23T00:42:25.766000,2023-04-23T00:42:25.712668Z,592,CTR530VA,262,English,32,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64447ca20534a46ef73808c3,6101caab1315f0a3159be863,APPROVED,2023-04-23T00:32:38.571000Z,2023-04-23T00:39:28.005000Z,2023-04-23T00:39:28.491000,2023-04-23T00:39:28.515803Z,410,CTR530VA,560,English,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447ca7626d45fd8968102a,63bbc8ba5520732c211a6ae8,AWAITING REVIEW,2023-04-23T00:32:44.983000Z,2023-04-23T00:38:01.607000Z,,2023-04-23T00:38:02.038975Z,317,NOCODE,667,English,49,Female,White,United States,United States,United States,English,No,Part-Time
64447cbafc8edbb8e30e467c,5f828002935db93a4d29d577,APPROVED,2023-04-23T00:33:04.337000Z,2023-04-23T00:46:06.853000Z,2023-04-23T00:46:07.319000,2023-04-23T00:46:07.262380Z,783,CTR530VA,3209,English,24,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
64447cc4f0daa83fcfd952d1,5ba5d8b960f3d50001697104,APPROVED,2023-04-23T00:33:32.507000Z,2023-04-23T00:47:56.908000Z,2023-04-23T00:47:57.325000,2023-04-23T00:47:57.263064Z,865,CTR530VA,2422,English,63,Female,White,United States,United States,United States,English,No,Full-Time
64447cccb0f30e79627dcb6e,57ae3e45bf84e0000169aadb,APPROVED,2023-04-23T00:33:18.599000Z,2023-04-23T00:59:34.838000Z,2023-04-23T00:59:35.316000,2023-04-23T00:59:35.258921Z,1577,CTR530VA,1221,English,31,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64447cd01f36322d54c23add,631391a8bd6c211d074ef5f6,APPROVED,2023-04-23T00:33:26.669000Z,2023-04-23T00:51:25.919000Z,2023-04-23T00:51:26.576000,2023-04-23T00:51:26.497698Z,1080,CTR530VA,908,English,41,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447cdd01171857c67dcb64,5e402dcd7b260d000a7b69fe,APPROVED,2023-04-23T00:33:36.347000Z,2023-04-23T00:37:33.920000Z,2023-04-23T00:37:35.296000,2023-04-23T00:37:34.314764Z,238,CTR530VA,3295,English,37,Female,White,United States,United States,United States,English,No,Full-Time
64447cf6b276d4152c17dacf,63e4659066d57da391a04e5f,APPROVED,2023-04-23T00:34:02.767000Z,2023-04-23T00:46:37.835000Z,2023-04-23T00:46:38.322000,2023-04-23T00:46:38.255880Z,756,CTR530VA,115,English,58,Female,White,United States,United States,United States,English,No,Full-Time
64447d1463e7fa3467d9529f,61001f1b2e14b11d45ac093b,APPROVED,2023-04-23T00:34:31.912000Z,2023-04-23T00:40:35.529000Z,2023-04-23T00:40:36.360000,2023-04-23T00:40:36.295020Z,364,CTR530VA,167,English,21,Female,White,United States,United States,United States,English,Yes,Part-Time
64447d1fb276d4152c17dad9,6099b0edd748d8741d05ca26,APPROVED,2023-04-23T00:34:43.089000Z,2023-04-23T00:38:32.542000Z,2023-04-23T00:38:32.999000,2023-04-23T00:38:32.945219Z,230,CTR530VA,526,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447d26c7021814bd96e2be,5ee653288976fc3af8448ae6,APPROVED,2023-04-23T00:34:50.520000Z,2023-04-23T00:45:18.473000Z,2023-04-23T00:45:18.908000,2023-04-23T00:45:18.854012Z,628,CTR530VA,972,English,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447d3198d292c5b059f084,5c0c90e7632102000147c3cc,APPROVED,2023-04-23T00:34:57.496000Z,2023-04-23T00:49:15.271000Z,2023-04-23T00:49:15.714000,2023-04-23T00:49:15.655813Z,858,CTR530VA,2806,"English, Spanish",34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64447d3dc7021814bd96e2c0,5acacf8c9534ba0001c777cf,APPROVED,2023-04-23T00:35:15.155000Z,2023-04-23T00:40:54.627000Z,2023-04-23T00:40:55.026000,2023-04-23T00:40:54.969170Z,340,CTR530VA,1514,English,39,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
64447d41592eab78a6840ba2,627963ff086cb4a8ec377869,APPROVED,2023-04-23T00:35:17.021000Z,2023-04-23T00:47:47.995000Z,2023-04-23T00:47:48.465000,2023-04-23T00:47:48.409990Z,751,CTR530VA,1064,"English, Vietnamese",26,Male,Asian,United States,United States,United States,English,No,Full-Time
64447d4ab1f4e3a45fb0b90a,63d7bc9ee4f74ba266f5cc7a,APPROVED,2023-04-23T00:35:28.733000Z,2023-04-23T00:39:31.092000Z,2023-04-23T00:39:31.558000,2023-04-23T00:39:31.497309Z,243,CTR530VA,232,English,31,Female,White,United States,United States,United States,English,No,Part-Time
64447d6d98d292c5b059f093,5f87cb31bea4ed20a90d8168,APPROVED,2023-04-23T00:36:01.753000Z,2023-04-23T00:42:58.496000Z,2023-04-23T00:42:58.975000,2023-04-23T00:42:58.896121Z,417,CTR530VA,400,English,23,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64447d735a695ed29e194414,607cdda7bda374cb01e80153,APPROVED,2023-04-23T00:36:06.247000Z,2023-04-23T00:42:29.162000Z,2023-04-23T00:42:29.544000,2023-04-23T00:42:29.493995Z,383,CTR530VA,270,English,34,Female,Mixed,United States,United States,United States,English,No,Part-Time
64447d82665da97030125889,63618f4ca9bcb1b3dc192d14,APPROVED,2023-04-23T00:36:18.009000Z,2023-04-23T00:39:46.180000Z,2023-04-23T00:39:46.649000,2023-04-23T00:39:46.594561Z,209,CTR530VA,1017,English,20,Male,Asian,United States,United States,United States,English,Yes,Due to start a new job within the next month
64447d9538325ef621368a90,6392360efb6e254ffd31e722,APPROVED,2023-04-23T00:36:43.331000Z,2023-04-23T00:42:56.463000Z,2023-04-23T00:42:56.969000,2023-04-23T00:42:56.898593Z,374,CTR530VA,741,"English, Chinese, Japanese",48,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
64447da19aa7c716d1770ff2,59ea4e1116ecc200016ff81e,APPROVED,2023-04-23T00:36:51.828000Z,2023-04-23T00:40:31.251000Z,2023-04-23T00:40:31.703000,2023-04-23T00:40:31.649363Z,220,CTR530VA,3733,"English, Hindi",35,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
